MOIS;THEMATIQUES;TF1;France 2;France 3;Canal +;Arte;M6;Totaux
february-12;Histoire-hommages;10;12;6;4;11;14;57
february-12;International;53;74;40;79;132;36;414
february-12;Justice;26;23;28;32;7;34;150
february-12;Politique France;87;107;82;51;7;69;403
february-12;Santé;22;15;15;10;1;13;76
february-12;Sciences et techniques;5;9;2;4;1;8;29
february-12;Société;106;98;62;66;35;73;440
february-12;Sport;37;35;17;9;0;18;116
march-12;Catastrophes;58;52;34;16;2;32;194
march-12;Culture-loisirs;36;22;17;12;20;34;141
march-12;Economie;38;27;27;21;20;16;149
march-12;Education;11;15;6;2;0;7;41
march-12;Environnement;35;27;23;8;12;11;116
march-12;Faits divers;25;29;15;18;5;28;120
march-12;Histoire-hommages;19;20;9;5;8;12;73
march-12;International;40;51;26;68;110;18;313
march-12;Justice;26;29;15;17;10;19;116
march-12;Politique France;195;198;155;89;35;147;819
march-12;Santé;17;19;13;10;5;21;85
march-12;Sciences et techniques;8;7;8;3;1;5;32
march-12;Société;80;101;40;52;29;53;355
march-12;Sport;36;41;19;6;0;20;122
april-12;Catastrophes;21;25;17;15;4;16;98
april-12;Culture-loisirs;37;36;14;14;18;52;171
april-12;Economie;68;72;35;28;17;29;249
april-12;Education;9;7;5;1;0;6;28
april-12;Environnement;27;25;15;9;4;11;91
april-12;Faits divers;61;42;48;23;5;38;217
april-12;Histoire-hommages;13;10;9;4;5;5;46
april-12;International;59;70;33;63;127;25;377
april-12;Justice;31;35;25;25;12;22;150
april-12;Politique France;120;129;109;52;39;142;591
april-12;Santé;14;18;8;4;1;12;57
april-12;Sciences et techniques;15;13;7;5;4;11;55
april-12;Société;72;85;55;53;31;72;368
april-12;Sport;28;23;22;16;2;22;113
may-12;Catastrophes;42;37;29;12;3;18;141
may-12;Culture-loisirs;63;33;30;19;38;61;244
may-12;Economie;62;69;49;33;33;33;279
may-12;Education;16;18;6;5;1;6;52
may-12;Environnement;22;20;9;8;7;9;75
may-12;Faits divers;40;29;34;12;2;37;154
may-12;Histoire-hommages;13;18;10;7;3;12;63
may-12;International;103;144;69;107;169;58;650
may-12;Justice;28;28;25;33;15;32;161
may-12;Politique France;174;221;133;62;27;105;722
may-12;Santé;27;15;12;8;2;22;86
may-12;Sciences et techniques;7;10;8;5;2;8;40
may-12;Société;104;94;61;58;30;104;451
may-12;Sport;80;63;40;20;3;29;235
june-12;Catastrophes;15;13;10;12;3;15;68
june-12;Culture-loisirs;47;20;22;12;31;37;169
june-12;Economie;58;70;40;34;39;16;257
june-12;Education;26;33;14;7;0;16;96
june-12;Environnement;19;15;11;7;9;4;65
june-12;Faits divers;43;47;41;23;0;42;196
june-12;Histoire-hommages;22;14;9;4;3;15;67
june-12;International;55;80;37;46;93;27;338
june-12;Justice;30;13;25;23;15;12;118
june-12;Politique France;84;109;89;35;21;83;421
june-12;Santé;11;19;11;3;1;14;59
june-12;Sciences et techniques;9;9;8;2;2;4;34
june-12;Société;78;97;55;42;31;53;356
june-12;Sport;86;53;29;23;3;73;267
july-12;Catastrophes;45;62;39;16;7;44;213
july-12;Culture-loisirs;79;35;32;9;42;63;260
july-12;Economie;109;127;72;42;38;67;455
july-12;Education;11;16;7;5;0;9;48
july-12;Environnement;37;36;17;9;9;14;122
july-12;Faits divers;39;36;42;13;2;54;186
july-12;Histoire-hommages;13;22;13;7;14;11;80
july-12;International;46;96;45;41;129;26;383
july-12;Justice;20;26;19;18;14;25;122
july-12;Politique France;55;55;25;17;6;27;185
july-12;Santé;19;21;12;8;2;12;74
july-12;Sciences et techniques;20;14;5;6;6;7;58
july-12;Société;94;109;77;51;31;85;447
july-12;Sport;156;172;105;46;10;75;564
august-12;Catastrophes;36;47;38;16;8;26;171
august-12;Culture-loisirs;52;26;17;8;22;36;161
august-12;Economie;62;69;39;34;28;34;266
august-12;Education;18;14;5;4;1;9;51
august-12;Environnement;50;27;20;10;9;19;135
august-12;Faits divers;22;33;19;14;4;24;116
august-12;Histoire-hommages;10;17;6;7;6;5;51
august-12;International;44;85;42;57;109;40;377
august-12;Justice;19;19;20;20;17;17;112
august-12;Politique France;37;32;37;18;6;29;159
august-12;Santé;22;31;21;11;2;20;107
august-12;Sciences et techniques;27;16;12;5;5;12;77
august-12;Société;99;82;62;45;30;74;392
august-12;Sport;108;179;73;29;3;43;435
september-12;Catastrophes;18;19;18;8;3;16;82
september-12;Culture-loisirs;55;35;20;15;27;55;207
september-12;Economie;63;106;68;32;37;43;349
september-12;Education;26;26;27;11;0;13;103
september-12;Environnement;15;14;14;10;5;7;65
september-12;Faits divers;60;47;38;6;2;49;202
september-12;Histoire-hommages;15;10;8;3;7;4;47
september-12;International;52;67;36;49;98;32;334
september-12;Justice;30;32;29;28;10;31;160
september-12;Politique France;34;39;38;23;5;29;168
september-12;Santé;14;27;18;9;2;19;89
september-12;Sciences et techniques;13;7;6;3;1;5;35
september-12;Société;120;138;89;68;59;109;583
september-12;Sport;44;36;14;9;0;27;130
october-12;Catastrophes;59;70;45;20;5;60;259
october-12;Culture-loisirs;64;43;31;19;39;58;254
october-12;Economie;87;119;60;31;37;32;366
october-12;Education;16;23;15;4;4;8;70
october-12;Environnement;25;25;24;7;6;14;101
october-12;Faits divers;41;53;40;25;1;60;220
october-12;Histoire-hommages;15;10;8;3;5;4;45
october-12;International;55;83;45;81;147;32;443
october-12;Justice;57;64;54;58;19;46;298
october-12;Politique France;49;68;50;24;11;35;237
october-12;Santé;31;26;22;9;4;22;114
october-12;Sciences et techniques;15;12;8;2;2;9;48
october-12;Société;133;139;87;72;43;119;593
october-12;Sport;61;35;23;17;1;29;166
november-12;Catastrophes;17;28;15;4;3;19;86
november-12;Culture-loisirs;46;27;24;5;26;47;175
november-12;Economie;69;94;49;27;23;29;291
november-12;Education;5;5;5;5;0;3;23
november-12;Environnement;23;27;18;9;9;11;97
november-12;Faits divers;38;44;41;13;2;52;190
november-12;Histoire-hommages;11;13;7;7;5;7;50
november-12;International;97;115;54;81;118;56;521
november-12;Justice;27;32;27;22;10;28;146
november-12;Politique France;56;96;63;32;13;45;305
november-12;Santé;11;22;17;10;2;13;75
november-12;Sciences et techniques;8;5;4;6;0;5;28
november-12;Société;111;136;72;69;35;92;515
november-12;Sport;46;32;27;12;0;26;143
december-12;Catastrophes;27;36;19;12;4;18;116
december-12;Culture-loisirs;63;50;37;5;23;51;229
december-12;Economie;64;93;52;39;19;41;308
december-12;Education;8;14;10;7;1;9;49
december-12;Environnement;23;25;18;9;14;12;101
december-12;Faits divers;49;48;36;13;7;53;206
december-12;Histoire-hommages;7;6;4;3;7;5;32
december-12;International;45;83;50;49;119;34;380
december-12;Justice;21;25;23;22;14;20;125
december-12;Politique France;31;43;22;19;3;18;136
december-12;Santé;35;25;26;9;2;20;117
december-12;Sciences et techniques;13;12;6;7;1;9;48
december-12;Société;132;171;101;73;45;116;638
december-12;Sport;33;17;7;16;0;9;82
january-13;Catastrophes;52;76;25;12;2;48;215
january-13;Culture-loisirs;76;67;24;12;23;58;260
january-13;Economie;68;86;61;45;34;42;336
january-13;Education;13;9;10;3;3;13;51
january-13;Environnement;28;30;36;9;5;14;122
january-13;Faits divers;32;42;30;13;8;54;179
january-13;Histoire-hommages;10;10;4;7;15;5;51
january-13;International;143;174;96;75;139;82;709
january-13;Justice;28;44;33;28;14;46;193
january-13;Politique France;35;33;23;10;5;19;125
january-13;Santé;17;29;20;13;5;20;104
january-13;Sciences et techniques;9;11;8;7;3;8;46
january-13;Société;154;166;107;81;56;110;674
january-13;Sport;56;40;27;18;3;31;175
february-13;Catastrophes;30;31;22;9;0;16;108
february-13;Culture-loisirs;40;46;26;15;34;41;202
february-13;Economie;64;70;49;38;26;46;293
february-13;Education;16;12;13;3;3;21;68
february-13;Environnement;27;22;12;9;4;5;79
february-13;Faits divers;32;33;25;21;3;52;166
february-13;Histoire-hommages;9;9;3;4;6;2;33
february-13;International;96;111;57;66;119;63;512
february-13;Justice;16;11;17;19;8;24;95
february-13;Politique France;16;29;13;8;1;15;82
february-13;Santé;18;21;16;5;3;14;77
february-13;Sciences et techniques;14;11;3;11;2;11;52
february-13;Société;139;193;118;77;50;128;705
february-13;Sport;43;34;25;17;1;23;143
march-13;Catastrophes;42;60;40;9;0;37;188
march-13;Culture-loisirs;35;24;23;14;21;51;168
march-13;Economie;51;81;43;35;34;33;277
march-13;Education;9;9;9;3;0;8;38
march-13;Environnement;25;27;13;10;10;15;100
march-13;Faits divers;22;31;14;10;5;17;99
march-13;Histoire-hommages;13;21;12;10;10;9;75
march-13;International;45;75;30;77;105;31;363
march-13;Justice;32;38;35;19;13;44;181
march-13;Politique France;42;48;39;20;3;34;186
march-13;Santé;12;15;15;15;2;17;76
march-13;Sciences et techniques;16;8;7;4;1;8;44
march-13;Société;164;156;96;78;50;114;658
march-13;Sport;38;25;11;14;0;14;102
april-13;Catastrophes;27;31;24;14;5;21;122
april-13;Culture-loisirs;79;35;24;13;29;48;228
april-13;Economie;91;82;48;44;32;38;335
april-13;Education;14;18;13;3;0;8;56
april-13;Environnement;37;38;22;10;6;11;124
april-13;Faits divers;46;52;46;32;3;56;235
april-13;Histoire-hommages;13;11;9;10;7;6;56
april-13;International;88;128;59;95;134;75;579
april-13;Justice;29;34;37;32;20;36;188
april-13;Politique France;96;127;77;42;18;66;426
april-13;Santé;29;25;24;15;8;18;119
april-13;Sciences et techniques;10;13;9;6;3;8;49
april-13;Société;118;140;69;59;35;86;507
april-13;Sport;38;33;30;21;0;18;140
may-13;Catastrophes;54;62;40;16;2;36;210
may-13;Culture-loisirs;56;34;39;13;29;53;224
may-13;Economie;49;71;38;37;13;25;233
may-13;Education;16;23;8;3;3;10;63
may-13;Environnement;24;34;27;8;9;13;115
may-13;Faits divers;34;63;31;30;2;52;212
may-13;Histoire-hommages;13;15;8;4;10;8;58
may-13;International;26;60;22;36;103;33;280
may-13;Justice;32;42;31;37;16;29;187
may-13;Politique France;55;75;36;29;16;39;250
may-13;Santé;28;33;26;17;3;24;131
may-13;Sciences et techniques;12;16;7;6;2;4;47
may-13;Société;75;90;69;41;43;74;392
may-13;Sport;63;48;34;26;0;23;194
june-13;Catastrophes;60;62;39;21;5;42;229
june-13;Culture-loisirs;65;32;22;14;30;52;215
june-13;Economie;41;84;35;26;17;36;239
june-13;Education;26;22;18;6;0;15;87
june-13;Environnement;20;39;12;8;3;19;101
june-13;Faits divers;16;17;22;9;1;28;93
june-13;Histoire-hommages;13;21;12;9;5;8;68
june-13;International;55;67;44;63;115;43;387
june-13;Justice;27;47;35;48;25;32;214
june-13;Politique France;52;55;44;33;12;44;240
june-13;Santé;18;34;18;14;2;24;110
june-13;Sciences et techniques;8;7;2;8;1;7;33
june-13;Société;79;119;79;56;26;73;432
june-13;Sport;46;47;31;24;0;36;184
july-13;Catastrophes;96;141;74;50;10;83;454
july-13;Culture-loisirs;74;53;23;7;33;53;243
july-13;Economie;63;67;43;25;16;38;252
july-13;Education;10;12;7;2;0;6;37
july-13;Environnement;49;59;27;13;3;22;173
july-13;Faits divers;28;35;24;25;2;38;152
july-13;Histoire-hommages;9;8;8;1;1;5;32
july-13;International;54;75;50;62;160;47;448
july-13;Justice;27;44;25;41;44;23;204
july-13;Politique France;51;81;48;32;7;41;260
july-13;Santé;19;27;21;7;1;14;89
july-13;Sciences et techniques;11;17;8;4;1;11;52
july-13;Société;148;192;101;90;32;132;695
july-13;Sport;57;66;53;50;0;40;266
august-13;Catastrophes;34;56;38;18;3;24;173
august-13;Culture-loisirs;70;50;25;12;26;39;222
august-13;Economie;62;91;52;19;15;31;270
august-13;Education;19;8;11;5;0;12;55
august-13;Environnement;26;31;19;11;11;7;105
august-13;Faits divers;57;63;49;42;5;53;269
august-13;Histoire-hommages;8;4;5;5;6;2;30
august-13;International;59;102;47;63;110;53;434
august-13;Justice;17;27;20;21;19;23;127
august-13;Politique France;23;29;23;12;3;25;115
august-13;Santé;13;6;17;5;7;10;58
august-13;Sciences et techniques;17;19;10;4;1;10;61
august-13;Société;96;142;58;63;19;88;466
august-13;Sport;44;52;24;21;1;21;163
september-13;Catastrophes;16;30;17;12;3;19;97
september-13;Culture-loisirs;56;35;32;7;27;43;200
september-13;Economie;53;74;42;34;16;27;246
september-13;Education;21;30;10;8;2;19;90
september-13;Environnement;23;39;22;15;13;15;127
september-13;Faits divers;47;61;41;17;1;56;223
september-13;Histoire-hommages;5;13;6;5;4;4;37
september-13;International;95;120;76;53;120;65;529
september-13;Justice;14;17;19;15;13;18;96
september-13;Politique France;30;45;32;15;6;27;155
september-13;Santé;18;17;16;9;3;9;72
september-13;Sciences et techniques;15;7;4;6;1;5;38
september-13;Société;75;92;64;41;22;77;371
september-13;Sport;44;39;14;15;1;27;140
october-13;Catastrophes;40;63;42;15;18;33;211
october-13;Culture-loisirs;71;49;26;14;34;65;259
october-13;Economie;88;117;87;46;23;57;418
october-13;Education;19;17;10;1;1;4;52
october-13;Environnement;20;36;15;15;7;14;107
october-13;Faits divers;31;37;34;13;1;44;160
october-13;Histoire-hommages;11;15;14;4;13;10;67
october-13;International;71;97;38;63;125;43;437
october-13;Justice;30;31;34;18;14;28;155
october-13;Politique France;63;89;50;34;15;55;306
october-13;Santé;32;24;25;12;5;27;125
october-13;Sciences et techniques;11;21;7;11;5;11;66
october-13;Société;101;157;84;70;39;128;579
october-13;Sport;52;40;31;15;1;22;161
november-13;Catastrophes;48;57;34;17;11;22;189
november-13;Culture-loisirs;47;41;13;16;25;45;187
november-13;Economie;92;109;71;41;20;66;399
november-13;Education;7;6;8;5;3;7;36
november-13;Environnement;10;26;21;6;13;14;90
november-13;Faits divers;33;37;41;15;1;46;173
november-13;Histoire-hommages;27;31;23;10;16;17;124
november-13;International;52;78;40;61;102;46;379
november-13;Justice;12;15;25;19;7;32;110
november-13;Politique France;28;28;29;26;5;20;136
november-13;Santé;11;18;16;3;0;11;59
november-13;Sciences et techniques;6;15;8;5;4;8;46
november-13;Société;74;93;66;54;32;60;379
november-13;Sport;52;32;27;24;2;26;163
december-13;Catastrophes;58;60;51;33;0;40;242
december-13;Culture-loisirs;71;69;26;12;33;59;270
december-13;Economie;86;113;66;31;16;41;353
december-13;Education;10;12;7;4;2;8;43
december-13;Environnement;23;31;23;14;3;15;109
december-13;Faits divers;43;40;38;19;3;48;191
december-13;Histoire-hommages;46;54;37;26;15;33;211
december-13;International;79;101;57;87;141;53;518
december-13;Justice;18;16;24;14;16;26;114
december-13;Politique France;28;36;31;29;5;21;150
december-13;Santé;17;20;19;7;3;22;88
december-13;Sciences et techniques;9;14;13;7;6;11;60
december-13;Société;117;158;114;71;44;113;617
december-13;Sport;33;27;22;11;0;20;113
january-14;Catastrophes;61;71;47;13;2;49;243
january-14;Culture-loisirs;50;40;16;13;22;40;181
january-14;Economie;46;61;34;26;14;29;210
january-14;Education;18;13;12;3;3;10;59
january-14;Environnement;29;29;35;14;10;12;129
january-14;Faits divers;20;20;21;13;1;34;109
january-14;Histoire-hommages;9;13;13;5;12;9;61
january-14;International;46;72;35;55;124;36;368
january-14;Justice;32;34;33;21;12;41;173
january-14;Politique France;31;35;31;14;5;24;140
january-14;Santé;28;25;25;10;1;22;111
january-14;Sciences et techniques;13;7;12;12;2;6;52
january-14;Société;114;146;78;63;22;110;533
january-14;Sport;44;32;24;18;2;23;143
february-14;Catastrophes;58;54;50;15;2;57;236
february-14;Culture-loisirs;45;41;16;14;28;41;185
february-14;Economie;70;76;46;24;14;38;268
february-14;Education;13;7;1;0;2;5;28
february-14;Environnement;47;64;28;9;5;24;177
february-14;Faits divers;17;28;18;14;3;44;124
february-14;Histoire-hommages;6;10;4;5;9;3;37
february-14;International;64;99;47;64;115;60;449
february-14;Justice;20;19;22;23;15;29;128
february-14;Politique France;22;20;15;13;9;11;90
february-14;Santé;15;16;17;7;2;10;67
february-14;Sciences et techniques;12;11;2;5;1;7;38
february-14;Société;91;90;56;49;26;103;415
february-14;Sport;73;117;33;18;5;39;285
march-14;Catastrophes;51;53;29;16;10;34;193
march-14;Culture-loisirs;37;32;23;17;28;44;181
march-14;Economie;39;60;34;17;10;24;184
march-14;Education;7;9;4;1;5;7;33
march-14;Environnement;47;55;37;16;6;27;188
march-14;Faits divers;11;11;10;12;0;28;72
march-14;Histoire-hommages;11;12;12;5;10;7;57
march-14;International;87;111;46;60;113;41;458
march-14;Justice;45;50;39;45;20;49;248
march-14;Politique France;55;77;62;26;15;60;295
march-14;Santé;14;21;16;9;3;14;77
march-14;Sciences et techniques;11;12;5;6;3;6;43
march-14;Société;64;69;43;40;18;66;300
march-14;Sport;32;35;20;18;0;17;122
april-14;Catastrophes;18;36;16;20;9;21;120
april-14;Culture-loisirs;53;50;20;21;35;42;221
april-14;Economie;67;79;58;26;19;42;291
april-14;Education;11;8;8;0;2;9;38
april-14;Environnement;23;27;17;4;4;4;79
april-14;Faits divers;24;33;34;14;1;54;160
april-14;Histoire-hommages;21;22;17;8;11;10;89
april-14;International;74;114;63;78;144;77;550
april-14;Justice;24;30;35;22;10;43;164
april-14;Politique France;112;146;94;54;24;73;503
april-14;Santé;19;22;20;1;6;22;90
april-14;Sciences et techniques;15;16;12;7;3;13;66
april-14;Société;99;130;81;47;35;104;496
april-14;Sport;46;40;31;39;0;24;180
may-14;Catastrophes;25;32;22;10;10;31;130
may-14;Culture-loisirs;60;33;29;21;23;46;212
may-14;Economie;42;82;43;31;7;32;237
may-14;Education;16;9;6;1;0;6;38
may-14;Environnement;20;23;9;5;2;5;64
may-14;Faits divers;23;29;30;7;0;43;132
may-14;Histoire-hommages;18;24;19;6;9;6;82
may-14;International;114;155;79;77;138;88;651
may-14;Justice;28;36;36;21;7;34;162
may-14;Politique France;23;38;34;15;8;22;140
may-14;Santé;15;9;16;7;2;20;69
may-14;Sciences et techniques;8;17;2;4;1;11;43
may-14;Société;58;87;64;30;25;75;339
may-14;Sport;52;47;27;27;0;26;179
june-14;Catastrophes;10;24;10;8;3;24;79
june-14;Culture-loisirs;23;40;18;18;30;43;172
june-14;Economie;30;57;27;14;13;24;165
june-14;Education;21;13;17;6;3;19;79
june-14;Environnement;12;24;15;3;3;9;66
june-14;Faits divers;16;19;18;14;1;37;105
june-14;Histoire-hommages;45;57;39;13;6;32;192
june-14;International;48;89;35;62;124;47;405
june-14;Justice;28;41;33;34;17;39;192
june-14;Politique France;32;43;15;12;7;18;127
june-14;Santé;6;5;8;2;2;11;34
june-14;Sciences et techniques;3;8;4;5;0;7;27
june-14;Société;98;126;83;48;21;95;471
june-14;Sport;150;93;57;46;2;77;425
july-14;Catastrophes;131;140;87;41;26;88;513
july-14;Culture-loisirs;49;40;31;27;35;43;225
july-14;Economie;51;65;43;15;12;36;222
july-14;Education;9;10;10;4;2;7;42
july-14;Environnement;19;38;20;9;4;14;104
july-14;Faits divers;20;29;24;15;1;28;117
july-14;Histoire-hommages;17;19;12;8;9;4;69
july-14;International;68;115;43;83;143;60;512
july-14;Justice;26;45;33;25;13;39;181
july-14;Politique France;37;47;38;23;10;27;182
july-14;Santé;9;22;13;12;6;8;70
july-14;Sciences et techniques;5;15;7;9;0;2;38
july-14;Société;95;123;91;47;30;97;483
july-14;Sport;152;112;69;58;9;87;487
august-14;Catastrophes;32;45;35;14;5;25;156
august-14;Culture-loisirs;62;37;12;18;26;42;197
august-14;Economie;66;68;43;18;12;34;241
august-14;Education;17;8;4;2;0;11;42
august-14;Environnement;27;23;11;5;3;10;79
august-14;Faits divers;16;31;29;8;2;30;116
august-14;Histoire-hommages;29;30;26;14;13;20;132
august-14;International;75;113;54;82;120;62;506
august-14;Justice;16;26;16;13;4;15;90
august-14;Politique France;48;55;45;24;10;30;212
august-14;Santé;11;27;13;18;13;7;89
august-14;Sciences et techniques;12;11;5;9;2;10;49
august-14;Société;51;99;76;37;29;72;364
august-14;Sport;47;74;35;29;0;33;218
september-14;Catastrophes;40;54;40;7;6;47;194
september-14;Culture-loisirs;63;43;24;20;30;56;236
september-14;Economie;66;85;60;30;6;43;290
september-14;Education;23;20;20;5;2;32;102
september-14;Environnement;24;32;19;7;6;7;95
september-14;Faits divers;21;30;26;6;1;44;128
september-14;Histoire-hommages;10;9;8;3;5;0;35
september-14;International;132;163;67;86;177;72;697
september-14;Justice;27;29;27;16;6;36;141
september-14;Politique France;74;103;76;32;14;56;355
september-14;Santé;18;30;22;19;12;26;127
september-14;Sciences et techniques;7;16;8;6;1;9;47
september-14;Société;109;134;92;42;22;85;484
september-14;Sport;45;40;23;42;0;16;166
october-14;Catastrophes;43;51;31;12;3;34;174
october-14;Culture-loisirs;45;30;28;28;26;33;190
october-14;Economie;67;81;63;17;11;35;274
october-14;Education;10;5;2;2;1;2;22
october-14;Environnement;47;55;35;13;2;32;184
october-14;Faits divers;17;22;23;10;2;31;105
october-14;Histoire-hommages;4;9;5;2;5;2;27
october-14;International;54;99;47;58;121;47;426
october-14;Justice;24;26;25;16;8;32;131
october-14;Politique France;37;37;27;22;8;15;146
october-14;Santé;27;57;49;17;19;49;218
october-14;Sciences et techniques;10;10;10;1;3;8;42
october-14;Société;57;102;98;29;27;70;383
october-14;Sport;48;33;25;32;0;17;155
november-14;Catastrophes;40;50;42;6;3;36;177
november-14;Culture-loisirs;48;38;32;20;21;52;211
november-14;Economie;50;69;38;19;15;23;214
november-14;Education;9;9;4;1;0;7;30
november-14;Environnement;56;32;28;11;13;20;160
november-14;Faits divers;21;23;20;7;0;43;114
november-14;Histoire-hommages;25;22;20;5;10;8;90
november-14;International;58;84;44;48;105;42;381
november-14;Justice;32;39;31;19;16;31;168
november-14;Politique France;37;57;35;29;4;22;184
november-14;Santé;16;14;18;4;7;20;79
november-14;Sciences et techniques;17;22;8;7;5;12;71
november-14;Société;84;86;59;43;33;86;391
november-14;Sport;38;39;26;41;0;30;174
december-14;Catastrophes;74;88;57;16;16;56;307
december-14;Culture-loisirs;80;55;44;28;25;74;306
december-14;Economie;79;86;61;22;24;44;316
december-14;Education;11;8;6;5;1;5;36
december-14;Environnement;33;43;24;10;12;17;139
december-14;Faits divers;25;31;29;17;10;47;159
december-14;Histoire-hommages;6;20;11;2;6;4;49
december-14;International;60;91;35;51;128;37;402
december-14;Justice;13;16;11;11;14;32;97
december-14;Politique France;49;50;39;23;7;20;188
december-14;Santé;25;30;26;7;10;20;118
december-14;Sciences et techniques;11;10;6;7;3;6;43
december-14;Société;141;182;118;65;46;130;682
december-14;Sport;31;27;17;43;0;16;134
january-15;Catastrophes;29;27;35;7;5;34;137
january-15;Culture-loisirs;41;34;18;26;25;47;191
january-15;Economie;39;48;23;13;8;16;147
january-15;Education;8;10;6;2;3;8;37
january-15;Environnement;21;15;8;4;1;8;57
january-15;Faits divers;6;6;10;4;0;6;32
january-15;Histoire-hommages;16;14;13;10;11;13;77
january-15;International;65;98;51;55;108;44;421
january-15;Justice;13;8;11;13;6;20;71
january-15;Politique France;223;262;144;79;58;191;957
january-15;Santé;18;17;13;5;2;20;75
january-15;Sciences et techniques;10;4;3;3;0;5;25
january-15;Société;72;91;67;27;32;79;368
january-15;Sport;25;23;13;26;0;10;97
february-15;Catastrophes;48;38;37;4;3;26;156
february-15;Culture-loisirs;54;37;23;27;26;40;207
february-15;Economie;84;107;66;29;40;51;377
february-15;Education;16;7;6;2;1;8;40
february-15;Environnement;32;27;26;6;2;15;108
february-15;Faits divers;22;28;20;9;3;25;107
february-15;Histoire-hommages;7;16;9;2;6;4;44
february-15;International;65;92;60;52;114;51;434
february-15;Justice;22;26;17;23;11;29;128
february-15;Politique France;50;62;33;20;10;45;220
february-15;Santé;15;12;15;3;2;17;64
february-15;Sciences et techniques;8;8;5;5;0;5;31
february-15;Société;50;76;54;41;20;68;309
february-15;Sport;41;41;25;27;1;27;162
march-15;Catastrophes;97;133;72;27;15;74;418
march-15;Culture-loisirs;45;30;25;27;23;42;192
march-15;Economie;51;62;35;21;17;18;204
march-15;Education;15;12;7;3;0;9;46
march-15;Environnement;41;41;43;9;10;30;174
march-15;Faits divers;53;59;39;23;8;57;239
march-15;Histoire-hommages;6;9;6;1;9;1;32
march-15;International;64;99;38;42;160;55;458
march-15;Justice;11;21;18;18;13;27;108
march-15;Politique France;102;138;58;34;15;91;438
march-15;Santé;29;25;17;7;2;23;103
march-15;Sciences et techniques;14;25;12;3;4;17;75
march-15;Société;91;83;68;39;40;94;415
march-15;Sport;36;34;34;41;1;27;173
april-15;Catastrophes;69;64;53;25;12;57;280
april-15;Culture-loisirs;43;36;36;34;26;39;214
april-15;Economie;44;80;50;15;17;40;246
april-15;Education;13;10;4;0;3;4;34
april-15;Environnement;17;17;7;6;2;11;60
april-15;Faits divers;48;51;45;21;2;54;221
april-15;Histoire-hommages;29;26;30;11;24;19;139
april-15;International;32;55;19;29;88;35;258
april-15;Justice;21;18;9;7;13;33;101
april-15;Politique France;48;56;48;30;17;34;233
april-15;Santé;25;7;15;6;2;17;72
april-15;Sciences et techniques;11;10;7;7;5;9;49
april-15;Société;73;110;51;32;29;89;384
april-15;Sport;33;22;20;34;0;16;125
may-15;Catastrophes;27;23;21;5;8;28;112
may-15;Culture-loisirs;50;39;29;23;26;58;225
may-15;Economie;49;89;47;12;5;25;227
may-15;Education;24;22;19;4;4;20;93
may-15;Environnement;18;26;17;4;9;4;78
may-15;Faits divers;16;15;24;4;1;18;78
may-15;Histoire-hommages;21;24;17;10;11;13;96
may-15;International;51;98;35;52;128;48;412
may-15;Justice;25;15;18;15;12;29;114
may-15;Politique France;33;34;32;18;6;25;148
may-15;Santé;20;20;12;4;2;26;84
may-15;Sciences et techniques;16;6;6;3;0;12;43
may-15;Société;98;97;54;21;27;81;378
may-15;Sport;47;28;25;40;4;28;172
june-15;Catastrophes;32;26;13;10;3;34;118
june-15;Culture-loisirs;51;40;24;29;34;60;238
june-15;Economie;77;142;70;42;47;57;435
june-15;Education;21;23;8;2;0;14;68
june-15;Environnement;39;31;27;4;14;22;137
june-15;Faits divers;25;18;27;11;6;42;129
june-15;Histoire-hommages;23;14;13;7;6;14;77
june-15;International;89;117;55;69;124;64;518
june-15;Justice;27;23;24;25;17;33;149
june-15;Politique France;79;84;68;49;11;66;357
june-15;Santé;23;8;16;8;5;32;92
june-15;Sciences et techniques;10;15;11;4;6;16;62
june-15;Société;89;106;83;46;29;79;432
june-15;Sport;59;46;38;54;4;43;244
july-15;Catastrophes;32;55;44;15;4;34;184
july-15;Culture-loisirs;57;22;30;36;28;50;223
july-15;Economie;126;154;90;56;56;78;560
july-15;Education;5;5;3;3;0;9;25
july-15;Environnement;28;32;25;8;2;14;109
july-15;Faits divers;8;13;10;7;9;19;66
july-15;Histoire-hommages;4;8;7;4;4;4;31
july-15;International;50;89;42;42;103;41;367
july-15;Justice;4;17;8;8;6;21;64
july-15;Politique France;43;31;30;23;5;26;158
july-15;Santé;11;5;10;9;2;15;52
july-15;Sciences et techniques;20;12;7;3;3;13;58
july-15;Société;79;90;50;31;18;76;344
july-15;Sport;51;54;47;53;4;41;250
august-15;Catastrophes;31;62;43;11;18;51;216
august-15;Culture-loisirs;54;33;19;25;27;48;206
august-15;Economie;96;104;70;42;21;50;383
august-15;Education;13;5;7;4;2;9;40
august-15;Environnement;27;37;21;8;7;23;123
august-15;Faits divers;25;22;22;15;3;30;117
august-15;Histoire-hommages;4;9;6;1;7;5;32
august-15;International;47;63;30;39;118;37;334
august-15;Justice;7;13;13;11;10;8;62
august-15;Politique France;55;52;49;28;14;45;243
august-15;Santé;9;11;4;6;2;11;43
august-15;Sciences et techniques;18;12;13;5;3;12;63
august-15;Société;93;87;68;22;23;72;365
august-15;Sport;41;39;31;39;2;29;181
september-15;Catastrophes;23;39;31;5;1;35;134
september-15;Culture-loisirs;48;33;30;11;26;54;202
september-15;Economie;65;100;39;13;11;37;265
